index,Date,Region,Thermal Generation Actual (in MU),Thermal Generation Estimated (in MU),Nuclear Generation Actual (in MU),Nuclear Generation Estimated (in MU),Hydro Generation Actual (in MU),Hydro Generation Estimated (in MU),Total Actual Power,Total Estimated Power
2127,2018-11-02,Southern,629.85,590.93,62.9,42.59,59.93,82.09,752.68,715.61
2132,2018-11-03,Southern,629.85,562.06,62.9,42.71,59.93,74.83,752.68,679.6
2137,2018-11-04,Southern,631.44,541.58,62.9,42.9,59.93,64.38,754.27,648.86
2142,2018-11-05,Southern,631.44,581.45,62.9,42.71,59.93,83.91,754.27,708.07
2147,2018-11-06,Southern,630.96,562.82,62.9,42.77,59.93,84.12,753.79,689.71
2152,2018-11-07,Southern,630.96,519.67,62.9,42.75,59.93,59.51,753.79,621.93
2157,2018-11-08,Southern,630.96,524.05,62.9,41.69,59.93,64.03,753.79,629.77
2162,2018-11-09,Southern,620.83,546.78,62.9,41.55,59.93,85.46,743.66,673.79
2167,2018-11-10,Southern,619.23,566.44,62.9,41.62,59.93,85.58,742.06,693.6400000000001
2172,2018-11-11,Southern,619.23,569.17,62.9,41.33,59.93,64.36,742.06,674.86
2177,2018-11-12,Southern,619.23,602.01,62.9,41.47,59.93,87.27,742.06,730.75
2182,2018-11-13,Southern,619.23,610.33,62.9,40.53,59.93,83.38,742.06,734.24
2187,2018-11-14,Southern,619.23,613.06,62.9,40.47,59.93,83.53,742.06,737.06
2192,2018-11-15,Southern,619.23,594.14,62.9,40.53,59.93,77.0,742.06,711.67
2197,2018-11-16,Southern,632.1,526.65,62.9,40.34,59.93,64.26,754.93,631.25
2202,2018-11-17,Southern,632.1,538.23,62.9,41.75,59.93,71.79,754.93,651.77
2207,2018-11-18,Southern,632.1,533.84,62.9,47.79,59.93,52.99,754.93,634.62
2212,2018-11-19,Southern,632.1,556.08,62.9,41.8,59.93,65.88,754.93,663.76
2217,2018-11-20,Southern,632.1,558.45,62.9,39.94,59.93,60.07,754.93,658.4600000000002
2222,2018-11-21,Southern,632.1,550.11,62.9,35.86,59.93,60.61,754.93,646.58
2227,2018-11-22,Southern,635.21,525.05,62.9,35.83,59.93,51.11,758.04,611.99
2232,2018-11-23,Southern,635.21,543.21,62.9,35.81,59.93,59.3,758.04,638.3199999999999
2237,2018-11-24,Southern,635.21,548.64,62.9,36.78,59.93,73.28,758.04,658.6999999999999
2242,2018-11-25,Southern,644.04,523.35,62.9,36.86,59.93,59.37,766.8699999999999,619.58
2247,2018-11-26,Southern,647.44,537.09,62.9,36.86,59.93,67.36,770.27,641.3100000000001
2252,2018-11-27,Southern,647.44,546.37,62.9,36.96,59.93,61.89,770.27,645.22
2257,2018-11-28,Southern,647.44,549.89,62.9,35.89,59.93,59.33,770.27,645.11
2262,2018-11-29,Southern,647.44,569.46,62.9,36.02,59.93,68.69,770.27,674.1700000000001
2267,2018-11-30,Southern,649.04,571.57,62.9,36.93,59.93,68.24,771.8699999999999,676.74
2272,2018-12-01,Southern,631.01,556.8,65.1,36.5,56.93,62.16,753.04,655.4599999999999
2277,2018-12-02,Southern,631.01,521.53,65.1,36.92,56.93,51.99,753.04,610.4399999999999
2282,2018-12-03,Southern,631.01,542.37,65.1,36.95,56.93,68.19,753.04,647.51
2287,2018-12-04,Southern,641.12,559.49,65.1,36.81,56.93,69.45,763.15,665.75
2292,2018-12-05,Southern,640.67,568.86,65.1,37.02,56.93,79.54,762.6999999999999,685.42
2297,2018-12-06,Southern,640.67,566.75,65.1,36.08,56.93,77.25,762.6999999999999,680.08
2302,2018-12-07,Southern,643.19,561.68,65.1,36.1,56.93,70.97,765.22,668.75
2307,2018-12-08,Southern,643.19,550.97,65.1,36.07,56.93,73.08,765.22,660.1200000000001
2312,2018-12-09,Southern,644.24,525.99,65.1,36.95,56.93,63.85,766.27,626.7900000000001
2317,2018-12-10,Southern,644.24,568.72,65.1,36.95,56.93,78.93,766.27,684.6000000000001
2322,2018-12-11,Southern,644.24,580.19,65.1,36.04,56.93,77.84,766.27,694.07
2327,2018-12-12,Southern,644.24,594.97,65.1,36.16,56.93,86.53,766.27,717.66
2332,2018-12-13,Southern,658.03,595.86,65.1,36.09,56.93,75.21,780.06,707.1600000000001
2337,2018-12-14,Southern,649.34,580.62,65.1,36.08,56.93,57.85,771.37,674.5500000000001
2342,2018-12-15,Southern,649.34,540.37,65.1,36.12,56.93,61.95,771.37,638.44
2347,2018-12-16,Southern,652.65,521.45,65.1,36.16,56.93,52.17,774.68,609.78
2352,2018-12-17,Southern,652.65,527.51,65.1,36.23,56.93,63.95,774.68,627.69
2357,2018-12-18,Southern,652.65,531.16,65.1,37.14,56.93,67.8,774.68,636.0999999999999
2362,2018-12-19,Southern,652.65,538.56,65.1,37.21,56.93,84.82,774.68,660.5899999999999
2367,2018-12-20,Southern,652.65,547.69,65.1,37.22,56.93,84.01,774.68,668.9200000000001
2372,2018-12-21,Southern,652.65,582.54,65.1,37.08,56.93,86.39,774.68,706.01
2377,2018-12-22,Southern,652.65,568.09,65.1,35.88,56.93,74.68,774.68,678.6500000000001
2382,2018-12-23,Southern,652.65,521.01,65.1,36.4,56.93,55.75,774.68,613.16
2387,2018-12-24,Southern,652.65,555.0,65.1,36.44,56.93,71.78,774.68,663.22
2392,2018-12-25,Southern,653.1,568.22,65.1,36.97,56.93,68.19,775.13,673.3800000000001
2397,2018-12-26,Southern,653.1,588.79,65.1,36.31,56.93,87.14,775.13,712.2399999999999
2402,2018-12-27,Southern,653.1,602.21,65.1,35.83,56.93,79.49,775.13,717.5300000000001
2407,2018-12-28,Southern,653.1,595.17,65.1,36.15,56.93,71.75,775.13,703.0699999999999
2412,2018-12-29,Southern,653.1,580.31,65.1,35.43,56.93,69.68,775.13,685.4199999999998
2417,2018-12-30,Southern,653.1,536.19,65.1,35.62,56.93,60.91,775.13,632.72
2422,2018-12-31,Southern,659.23,552.49,65.1,35.94,56.93,69.56,781.26,657.99
2427,2019-01-01,Southern,671.85,528.86,67.32,31.79,60.3,58.99,799.47,619.64
2432,2019-01-02,Southern,671.85,524.91,67.32,32.21,60.3,63.03,799.47,620.15
2437,2019-01-03,Southern,671.85,535.41,67.32,32.2,60.3,72.5,799.47,640.11
2442,2019-01-04,Southern,671.85,551.06,67.32,32.18,60.3,68.21,799.47,651.4499999999999
2447,2019-01-05,Southern,671.85,565.8,67.32,32.2,60.3,70.14,799.47,668.14
2452,2019-01-06,Southern,671.85,545.45,67.32,32.26,60.3,65.18,799.47,642.8900000000001
2457,2019-01-07,Southern,672.77,565.7,67.32,31.73,60.3,74.91,800.3899999999999,672.34
2462,2019-01-08,Southern,672.77,561.76,67.32,31.74,60.3,70.47,800.3899999999999,663.97
2467,2019-01-09,Southern,672.77,552.82,67.32,30.77,60.3,66.62,800.3899999999999,650.21
2472,2019-01-10,Southern,668.37,550.31,67.32,31.54,60.3,73.74,795.99,655.5899999999999
2477,2019-01-11,Southern,668.37,567.45,67.32,31.43,60.3,73.4,795.99,672.28
2482,2019-01-12,Southern,668.37,570.84,67.32,31.5,60.3,72.91,795.99,675.25
2487,2019-01-13,Southern,668.37,545.62,67.32,31.48,60.3,59.23,795.99,636.33
2492,2019-01-14,Southern,668.37,534.88,67.32,31.4,60.3,62.47,795.99,628.75
2497,2019-01-15,Southern,667.96,514.79,67.32,31.88,60.3,57.48,795.5799999999999,604.15
2502,2019-01-16,Southern,667.96,516.57,67.32,31.99,60.3,58.42,795.5799999999999,606.98
2507,2019-01-17,Southern,665.06,525.09,67.32,31.58,60.3,65.42,792.6799999999998,622.09
2512,2019-01-18,Southern,673.85,551.62,67.32,32.14,60.3,69.27,801.47,653.03
2517,2019-01-19,Southern,673.85,550.08,67.32,32.13,60.3,69.67,801.47,651.88
2522,2019-01-20,Southern,673.85,526.3,67.32,32.15,60.3,57.13,801.47,615.5799999999999
2527,2019-01-21,Southern,673.85,547.39,67.32,32.13,60.3,69.83,801.47,649.35
2532,2019-01-22,Southern,673.85,582.43,67.32,32.15,60.3,74.74,801.47,689.3199999999999
2537,2019-01-23,Southern,673.85,588.47,67.32,31.74,60.3,76.7,801.47,696.9100000000001
2542,2019-01-24,Southern,673.85,593.72,67.32,31.65,60.3,76.25,801.47,701.62
2547,2019-01-25,Southern,673.85,608.14,67.32,31.71,60.3,78.73,801.47,718.58
2552,2019-01-26,Southern,673.85,550.79,67.32,31.82,60.3,62.91,801.47,645.52
2557,2019-01-27,Southern,673.85,524.69,67.32,31.76,60.3,60.64,801.47,617.09
2562,2019-01-28,Southern,673.85,529.6,67.32,31.79,60.3,71.6,801.47,632.99
2567,2019-01-29,Southern,673.85,532.54,67.32,31.53,60.3,65.36,801.47,629.43
2572,2019-01-30,Southern,673.85,543.42,67.32,31.75,60.3,63.05,801.47,638.2199999999999
2577,2019-01-31,Southern,678.25,551.56,67.32,33.16,60.3,67.52,805.8699999999999,652.2399999999999
2582,2019-02-01,Southern,682.45,549.45,67.51,34.28,66.95,72.84,816.9100000000001,656.57
2587,2019-02-02,Southern,682.45,547.06,67.51,35.58,66.95,72.2,816.9100000000001,654.84
2592,2019-02-03,Southern,682.45,518.6,67.51,37.13,66.95,55.52,816.9100000000001,611.25
2597,2019-02-04,Southern,682.45,537.35,67.51,37.5,66.95,67.96,816.9100000000001,642.8100000000001
2602,2019-02-05,Southern,682.45,562.39,67.51,37.36,66.95,78.89,816.9100000000001,678.64
2607,2019-02-06,Southern,682.45,576.15,67.51,36.88,66.95,78.69,816.9100000000001,691.72
2612,2019-02-07,Southern,682.45,595.09,67.51,32.54,66.95,76.62,816.9100000000001,704.25
2617,2019-02-08,Southern,682.45,619.41,67.51,27.11,66.95,78.06,816.9100000000001,724.5799999999999
2622,2019-02-09,Southern,682.45,611.73,67.51,14.78,66.95,64.9,816.9100000000001,691.41
2627,2019-02-10,Southern,670.34,570.08,67.51,14.85,66.95,58.56,804.8000000000001,643.49
2632,2019-02-11,Southern,670.34,557.23,67.51,30.29,66.95,59.67,804.8000000000001,647.1899999999999
2637,2019-02-12,Southern,670.34,552.83,67.51,37.22,66.95,55.71,804.8000000000001,645.7600000000001
2642,2019-02-13,Southern,670.34,567.8,67.51,37.28,66.95,61.97,804.8000000000001,667.05
2647,2019-02-14,Southern,670.34,587.63,67.51,36.85,66.95,68.88,804.8000000000001,693.36
2652,2019-02-15,Southern,670.34,616.31,67.51,36.86,66.95,86.09,804.8000000000001,739.26
2657,2019-02-16,Southern,670.34,610.62,67.51,36.89,66.95,71.7,804.8000000000001,719.21
2662,2019-02-17,Southern,670.34,608.85,67.51,37.05,66.95,53.45,804.8000000000001,699.35
2667,2019-02-18,Southern,661.63,647.09,67.51,36.92,66.95,79.3,796.09,763.31
2672,2019-02-19,Southern,661.63,656.33,67.51,37.09,66.95,83.59,796.09,777.0100000000001
2677,2019-02-20,Southern,661.63,639.09,67.51,36.72,66.95,73.42,796.09,749.23
2682,2019-02-21,Southern,661.63,621.51,67.51,36.6,66.95,76.44,796.09,734.55
2687,2019-02-22,Southern,661.63,602.42,67.51,39.45,66.95,69.77,796.09,711.64
2692,2019-02-23,Southern,661.63,594.2,67.51,41.95,66.95,70.96,796.09,707.1100000000001
2697,2019-02-24,Southern,661.63,577.16,67.51,40.7,66.95,71.04,796.09,688.9
2702,2019-02-25,Southern,661.63,621.28,67.51,40.62,66.95,80.07,796.09,741.97
2707,2019-02-26,Southern,661.63,640.49,67.51,40.81,66.95,76.97,796.09,758.27
2712,2019-02-27,Southern,661.63,659.53,67.51,40.58,66.95,73.21,796.09,773.32
2717,2019-02-28,Southern,661.63,644.5,67.51,36.72,66.95,75.83,796.09,757.0500000000001
2722,2019-03-01,Southern,657.97,670.79,67.32,36.63,73.41,73.05,798.6999999999999,780.4699999999999
2727,2019-03-02,Southern,657.97,630.77,67.32,36.91,73.41,63.58,798.6999999999999,731.26
2732,2019-03-03,Southern,657.97,629.83,67.32,37.04,73.41,59.19,798.6999999999999,726.06
2737,2019-03-04,Southern,657.97,672.94,67.32,37.04,73.41,63.56,798.6999999999999,773.54
2742,2019-03-05,Southern,657.97,673.52,67.32,37.07,73.41,58.3,798.6999999999999,768.89
2747,2019-03-06,Southern,657.97,677.88,67.32,35.83,73.41,60.35,798.6999999999999,774.0600000000001
2752,2019-03-07,Southern,657.97,681.83,67.32,32.53,73.41,70.05,798.6999999999999,784.41
2757,2019-03-08,Southern,657.97,671.8,67.32,33.69,73.41,80.13,798.6999999999999,785.62
2762,2019-03-09,Southern,657.97,670.04,67.32,33.02,73.41,78.66,798.6999999999999,781.7199999999999
2767,2019-03-10,Southern,657.97,654.47,67.32,32.37,73.41,60.36,798.6999999999999,747.2
2772,2019-03-11,Southern,666.68,674.99,67.32,33.69,73.41,70.63,807.41,779.3100000000001
2777,2019-03-12,Southern,678.58,691.11,67.32,31.97,73.41,64.85,819.3100000000001,787.9300000000001
2782,2019-03-13,Southern,678.58,683.79,67.32,32.09,73.41,69.52,819.3100000000001,785.4
2787,2019-03-14,Southern,678.58,683.74,67.32,31.16,73.41,68.86,819.3100000000001,783.76
2792,2019-03-15,Southern,678.58,674.22,67.32,33.23,73.41,67.98,819.3100000000001,775.4300000000001
2797,2019-03-16,Southern,678.58,660.26,67.32,33.6,73.41,66.29,819.3100000000001,760.15
2802,2019-03-17,Southern,678.58,649.84,67.32,33.64,73.41,56.39,819.3100000000001,739.87
2807,2019-03-18,Southern,678.58,674.26,67.32,32.55,73.41,77.85,819.3100000000001,784.66
2812,2019-03-19,Southern,678.58,695.98,67.32,32.7,73.41,82.64,819.3100000000001,811.32
2817,2019-03-20,Southern,678.58,713.96,67.32,33.12,73.41,76.03,819.3100000000001,823.11
2822,2019-03-21,Southern,678.58,677.36,67.32,32.99,73.41,65.34,819.3100000000001,775.69
2827,2019-03-22,Southern,678.58,701.8,67.32,33.14,73.41,74.16,819.3100000000001,809.0999999999999
2832,2019-03-23,Southern,678.58,709.13,67.32,33.18,73.41,74.2,819.3100000000001,816.51
2837,2019-03-24,Southern,678.58,667.5,67.32,35.52,73.41,66.57,819.3100000000001,769.5899999999999
2842,2019-03-25,Southern,678.58,676.6,67.32,37.95,73.41,78.25,819.3100000000001,792.8000000000001
2847,2019-03-26,Southern,678.58,693.39,67.32,39.09,73.41,84.57,819.3100000000001,817.05
2852,2019-03-27,Southern,678.58,699.81,67.32,39.15,73.41,88.45,819.3100000000001,827.41
2857,2019-03-28,Southern,678.58,693.26,67.32,39.39,73.41,89.66,819.3100000000001,822.31
2862,2019-03-29,Southern,678.58,704.33,67.32,35.72,73.41,90.65,819.3100000000001,830.7
2867,2019-03-30,Southern,678.58,704.9,67.32,34.53,73.41,81.71,819.3100000000001,821.14
2872,2019-03-31,Southern,678.58,659.77,67.32,34.02,73.41,62.84,819.3100000000001,756.63
2877,2019-04-01,Southern,666.7,668.2,62.76,33.63,76.25,78.51,805.71,780.34
2882,2019-04-02,Southern,666.7,675.02,62.76,33.71,76.25,89.51,805.71,798.24
2887,2019-04-03,Southern,666.7,687.85,62.76,33.71,76.25,90.42,805.71,811.98
2892,2019-04-04,Southern,666.7,705.27,62.76,33.8,76.25,74.86,805.71,813.93
2897,2019-04-05,Southern,666.7,685.75,62.76,33.83,76.25,67.44,805.71,787.02
2902,2019-04-06,Southern,666.7,675.43,62.76,33.84,76.25,63.63,805.71,772.9
2907,2019-04-07,Southern,666.7,635.79,62.76,34.7,76.25,51.8,805.71,722.29
2912,2019-04-08,Southern,666.7,668.28,62.76,34.7,76.25,69.07,805.71,772.05
2917,2019-04-09,Southern,666.7,670.17,62.76,34.45,76.25,69.21,805.71,773.83
2922,2019-04-10,Southern,662.8,689.98,62.76,35.57,76.25,79.99,801.81,805.5400000000001
2927,2019-04-11,Southern,662.8,676.23,62.76,36.85,76.25,74.63,801.81,787.71
2932,2019-04-12,Southern,662.8,699.97,62.76,34.06,76.25,76.07,801.81,810.0999999999999
2937,2019-04-13,Southern,662.8,679.88,62.76,33.65,76.25,78.19,801.81,791.72
2942,2019-04-14,Southern,662.8,651.75,62.76,36.34,76.25,71.52,801.81,759.61
2947,2019-04-15,Southern,662.8,678.68,62.76,38.23,76.25,65.85,801.81,782.76
2952,2019-04-16,Southern,662.8,665.73,62.76,37.79,76.25,78.7,801.81,782.22
2957,2019-04-17,Southern,662.8,666.0,62.76,38.04,76.25,69.09,801.81,773.13
2962,2019-04-18,Southern,662.8,621.8,62.76,38.98,76.25,47.48,801.81,708.26
2967,2019-04-19,Southern,662.8,586.89,62.76,39.01,76.25,57.69,801.81,683.5899999999999
2972,2019-04-20,Southern,666.7,595.44,62.76,38.07,76.25,62.84,805.71,696.3500000000001
2977,2019-04-21,Southern,677.3,560.37,62.76,38.08,76.25,51.86,816.31,650.3100000000001
2982,2019-04-22,Southern,677.3,608.82,62.76,37.88,76.25,64.66,816.31,711.36
2987,2019-04-23,Southern,677.3,619.98,62.76,37.8,76.25,59.74,816.31,717.52
2992,2019-04-24,Southern,677.3,648.12,62.76,37.6,76.25,71.37,816.31,757.09
2997,2019-04-25,Southern,677.3,659.62,62.76,39.45,76.25,74.35,816.31,773.4200000000001
3002,2019-04-26,Southern,667.02,673.33,62.76,38.28,76.25,82.79,806.03,794.4
3007,2019-04-27,Southern,667.02,659.28,62.76,38.5,76.25,83.37,806.03,781.15
3012,2019-04-28,Southern,667.02,615.63,62.76,38.54,76.25,63.74,806.03,717.91
3017,2019-04-29,Southern,667.02,623.83,62.76,38.7,76.25,67.75,806.03,730.2800000000001
3022,2019-04-30,Southern,667.02,575.48,62.76,38.77,76.25,52.64,806.03,666.89
3027,2019-05-01,Southern,662.73,507.89,62.69,38.36,65.75,43.4,791.1700000000001,589.65
3032,2019-05-02,Southern,662.73,500.51,62.69,38.66,65.75,68.3,791.1700000000001,607.4699999999999
3037,2019-05-03,Southern,662.73,534.34,62.69,38.59,65.75,70.43,791.1700000000001,643.3600000000001
3042,2019-05-04,Southern,662.73,550.12,62.69,38.8,65.75,75.13,791.1700000000001,664.05
3047,2019-05-05,Southern,662.73,566.09,62.69,39.91,65.75,73.35,791.1700000000001,679.35
3052,2019-05-06,Southern,662.73,629.86,62.69,38.79,65.75,84.2,791.1700000000001,752.85
3057,2019-05-07,Southern,662.73,605.91,62.69,37.8,65.75,60.39,791.1700000000001,704.0999999999999
3062,2019-05-08,Southern,662.73,578.09,62.69,37.83,65.75,60.7,791.1700000000001,676.6200000000001
3067,2019-05-09,Southern,662.73,587.78,62.69,37.84,65.75,70.97,791.1700000000001,696.59
3072,2019-05-10,Southern,662.73,640.56,62.69,38.68,65.75,86.01,791.1700000000001,765.2499999999999
3077,2019-05-11,Southern,662.73,639.76,62.69,38.73,65.75,73.65,791.1700000000001,752.14
3082,2019-05-12,Southern,662.73,612.77,62.69,38.74,65.75,61.63,791.1700000000001,713.14
3087,2019-05-13,Southern,662.73,600.79,62.69,38.49,65.75,63.9,791.1700000000001,703.18
3092,2019-05-14,Southern,662.73,587.55,62.69,38.74,65.75,73.18,791.1700000000001,699.47
3097,2019-05-15,Southern,662.73,601.53,62.69,33.96,65.75,76.76,791.1700000000001,712.25
3102,2019-05-16,Southern,662.73,641.32,46.79,33.2,65.75,72.75,775.27,747.2700000000001
3107,2019-05-17,Southern,662.73,642.23,46.79,36.24,65.75,66.11,775.27,744.58
3112,2019-05-18,Southern,662.73,615.37,46.79,46.29,65.75,66.79,775.27,728.4499999999999
3117,2019-05-19,Southern,662.73,605.87,46.79,53.74,65.75,55.7,775.27,715.3100000000001
3122,2019-05-20,Southern,662.73,654.06,46.79,56.25,65.75,89.73,775.27,800.04
3127,2019-05-21,Southern,658.53,703.75,46.79,58.07,65.75,61.68,771.0699999999999,823.5
3132,2019-05-22,Southern,658.53,692.78,46.79,58.08,65.75,62.82,771.0699999999999,813.6800000000001
3137,2019-05-23,Southern,658.53,690.67,46.79,59.54,65.75,59.1,771.0699999999999,809.31
3142,2019-05-24,Southern,658.53,637.08,46.79,60.1,65.75,52.52,771.0699999999999,749.7
3147,2019-05-25,Southern,655.2,608.05,46.79,59.14,65.75,50.41,767.74,717.5999999999999
3152,2019-05-26,Southern,648.16,541.31,46.79,60.11,65.75,43.96,760.6999999999999,645.38
3157,2019-05-27,Southern,648.16,610.82,46.79,60.06,65.75,64.42,760.6999999999999,735.3000000000001
3162,2019-05-28,Southern,648.16,646.27,46.79,60.12,65.75,65.14,760.6999999999999,771.53
3167,2019-05-29,Southern,648.16,649.87,46.79,60.29,65.75,44.89,760.6999999999999,755.05
3172,2019-05-30,Southern,648.16,640.86,46.79,60.18,65.75,49.45,760.6999999999999,750.49
3177,2019-05-31,Southern,648.16,642.15,46.79,60.47,65.75,46.8,760.6999999999999,749.42
3182,2019-06-01,Southern,611.63,607.01,46.86,60.45,57.72,53.86,716.21,721.32
3187,2019-06-02,Southern,611.63,540.3,46.86,61.04,57.72,36.09,716.21,637.43
3192,2019-06-03,Southern,611.63,509.31,46.86,60.69,57.72,39.54,716.21,609.54
3197,2019-06-04,Southern,611.63,542.13,46.86,47.38,57.72,55.21,716.21,644.72
3202,2019-06-05,Southern,611.63,616.95,46.86,37.92,57.72,54.81,716.21,709.6800000000001
3207,2019-06-06,Southern,598.43,602.31,46.86,37.73,57.72,47.64,703.01,687.68
3212,2019-06-07,Southern,598.43,567.8,46.86,38.14,57.72,50.27,703.01,656.2099999999999
3217,2019-06-08,Southern,598.43,579.57,46.86,53.08,57.72,58.26,703.01,690.9100000000001
3222,2019-06-09,Southern,601.61,559.4,46.86,57.86,57.72,33.93,706.19,651.1899999999999
3227,2019-06-10,Southern,601.61,601.43,46.86,58.64,57.72,38.68,706.19,698.7499999999999
3232,2019-06-11,Southern,597.21,587.52,46.86,61.09,57.72,31.67,701.7900000000001,680.28
3237,2019-06-12,Southern,597.21,551.77,46.86,53.09,57.72,32.01,701.7900000000001,636.87
3242,2019-06-13,Southern,597.21,549.45,46.86,61.18,57.72,32.3,701.7900000000001,642.93
3247,2019-06-14,Southern,597.21,565.09,46.86,61.46,57.72,43.19,701.7900000000001,669.74
3252,2019-06-15,Southern,583.77,546.93,46.86,62.39,57.72,38.69,688.35,648.01
3257,2019-06-16,Southern,574.64,518.78,46.86,56.21,57.72,45.59,679.22,620.58
3262,2019-06-17,Southern,576.35,518.21,46.86,55.63,57.72,53.98,680.9300000000001,627.82
3267,2019-06-18,Southern,572.11,558.2,46.86,53.84,57.72,52.99,676.69,665.0300000000001
3272,2019-06-19,Southern,572.11,570.07,46.86,56.16,57.72,35.98,676.69,662.21
3277,2019-06-20,Southern,571.15,586.94,46.86,55.88,57.72,39.84,675.73,682.6600000000001
3282,2019-06-21,Southern,571.15,632.87,46.86,55.79,57.72,45.27,675.73,733.93
3287,2019-06-22,Southern,578.72,596.98,46.86,55.58,57.72,34.13,683.3000000000001,686.69
3292,2019-06-23,Southern,578.72,554.64,46.86,55.59,57.72,34.05,683.3000000000001,644.28
3297,2019-06-24,Southern,579.68,594.29,46.86,56.1,57.72,45.82,684.26,696.21
3302,2019-06-25,Southern,575.68,606.03,46.86,55.73,57.72,35.65,680.26,697.41
3307,2019-06-26,Southern,579.48,608.03,46.86,55.66,57.72,30.02,684.0600000000001,693.7099999999999
3312,2019-06-27,Southern,579.48,588.44,46.86,55.57,57.72,24.46,684.0600000000001,668.4700000000001
3317,2019-06-28,Southern,579.48,551.05,46.86,56.35,57.72,26.58,684.0600000000001,633.98
3322,2019-06-29,Southern,579.48,554.87,46.86,56.28,57.72,33.16,684.0600000000001,644.31
3327,2019-06-30,Southern,579.48,517.12,46.86,55.98,57.72,32.53,684.0600000000001,605.63
3332,2019-07-01,Southern,522.48,532.76,46.77,56.07,68.42,37.61,637.67,626.44
3337,2019-07-02,Southern,518.48,541.86,46.77,55.83,68.42,34.36,633.67,632.0500000000001
3342,2019-07-03,Southern,518.48,533.79,46.77,56.47,68.42,38.21,633.67,628.47
3347,2019-07-04,Southern,518.48,548.22,46.77,56.38,68.42,29.31,633.67,633.91
3352,2019-07-05,Southern,521.66,527.2,46.77,56.4,68.42,27.4,636.8499999999999,611.0
3357,2019-07-06,Southern,521.66,501.54,46.77,56.21,68.42,26.85,636.8499999999999,584.6
3362,2019-07-07,Southern,521.66,475.43,46.77,56.44,68.42,27.34,636.8499999999999,559.21
3367,2019-07-08,Southern,521.66,492.28,46.77,56.38,68.42,38.07,636.8499999999999,586.73
3372,2019-07-09,Southern,517.53,497.1,46.77,59.35,68.42,33.54,632.7199999999999,589.99
3377,2019-07-10,Southern,509.35,494.69,46.77,56.14,68.42,32.2,624.54,583.0300000000001
3382,2019-07-11,Southern,513.73,488.1,46.77,56.23,68.42,38.7,628.92,583.0300000000001
3387,2019-07-12,Southern,513.73,525.29,46.77,56.55,68.42,52.05,628.92,633.8899999999999
3392,2019-07-13,Southern,513.2,502.23,46.77,56.52,68.42,45.58,628.39,604.33
3397,2019-07-14,Southern,513.2,493.75,46.77,51.68,68.42,37.65,628.39,583.0799999999999
3402,2019-07-15,Southern,500.77,505.78,46.77,56.24,68.42,37.86,615.9599999999999,599.88
3407,2019-07-16,Southern,520.62,521.67,67.15,59.82,68.42,46.35,656.1899999999999,627.84
3412,2019-07-17,Southern,520.62,558.3,67.15,62.25,68.42,51.44,656.1899999999999,671.99
3417,2019-07-18,Southern,524.76,540.57,67.15,58.37,68.42,48.21,660.3299999999999,647.1500000000001
3422,2019-07-19,Southern,524.76,518.67,67.15,61.87,68.42,37.69,660.3299999999999,618.23
3427,2019-07-20,Southern,510.45,530.71,67.15,62.38,68.42,37.63,646.02,630.72
3432,2019-07-21,Southern,521.72,515.68,67.15,62.32,68.42,37.5,657.29,615.5
3437,2019-07-22,Southern,518.05,555.3,67.15,61.11,68.42,45.8,653.6199999999999,662.2099999999999
3442,2019-07-23,Southern,515.05,586.5,67.15,61.22,68.42,39.85,650.6199999999999,687.57
3447,2019-07-24,Southern,515.05,555.26,67.15,60.73,68.42,35.47,650.6199999999999,651.46
3452,2019-07-25,Southern,511.26,544.88,67.15,61.07,68.42,32.27,646.8299999999999,638.22
3457,2019-07-26,Southern,521.73,509.63,67.15,61.35,68.42,34.78,657.3,605.76
3462,2019-07-27,Southern,521.73,489.05,67.15,61.38,68.42,33.51,657.3,583.94
3467,2019-07-28,Southern,521.73,452.48,67.15,61.52,68.42,37.76,657.3,551.76
3472,2019-07-29,Southern,521.73,476.72,67.15,60.24,68.42,42.24,657.3,579.2
3477,2019-07-30,Southern,521.73,486.11,67.15,62.41,68.42,49.01,657.3,597.53
3482,2019-07-31,Southern,543.73,501.85,67.15,62.36,68.42,47.64,679.3,611.85
3487,2019-08-01,Southern,531.55,497.05,67.16,62.31,96.14,50.71,694.8499999999999,610.07
3492,2019-08-02,Southern,531.55,485.46,67.16,62.2,96.14,50.44,694.8499999999999,598.0999999999999
3497,2019-08-03,Southern,535.35,475.45,67.16,61.9,96.14,57.15,698.65,594.5
3502,2019-08-04,Southern,532.02,461.62,67.16,56.63,96.14,47.12,695.3199999999999,565.37
3507,2019-08-05,Southern,532.02,472.28,67.16,56.2,96.14,73.78,695.3199999999999,602.26
3512,2019-08-06,Southern,539.79,449.4,67.16,56.9,96.14,99.21,703.0899999999999,605.51
3517,2019-08-07,Southern,543.67,414.6,67.16,56.13,96.14,107.84,706.9699999999999,578.57
3522,2019-08-08,Southern,532.19,398.03,67.16,55.89,96.14,114.12,695.49,568.04
3527,2019-08-09,Southern,532.19,390.74,67.16,54.91,96.14,108.36,695.49,554.01
3532,2019-08-10,Southern,516.35,389.44,67.16,55.0,96.14,113.93,679.65,558.37
3537,2019-08-11,Southern,516.35,403.94,67.16,54.28,96.14,127.9,679.65,586.12
3542,2019-08-12,Southern,516.35,449.14,67.16,55.51,96.14,133.22,679.65,637.87
