index,Date,Region,Thermal Generation Actual (in MU),Thermal Generation Estimated (in MU),Nuclear Generation Actual (in MU),Nuclear Generation Estimated (in MU),Hydro Generation Actual (in MU),Hydro Generation Estimated (in MU),Total Actual Power,Total Estimated Power
156,2020-07-02,Western,1182.71,1212.3,42.37,34.8,29.75,47.56,1254.83,1294.6599999999999
161,2020-07-03,Western,1182.71,1208.95,42.37,34.89,29.75,46.69,1254.83,1290.5300000000002
166,2020-07-04,Western,1182.71,1166.85,42.37,34.97,29.75,44.14,1254.83,1245.96
171,2020-07-05,Western,1179.51,1067.63,42.37,35.02,29.75,29.71,1251.6299999999999,1132.3600000000001
176,2020-07-06,Western,1169.91,1113.89,42.37,34.94,29.75,36.39,1242.03,1185.2200000000003
181,2020-07-07,Western,1163.08,1112.02,42.37,34.95,29.75,38.62,1235.1999999999998,1185.59
186,2020-07-08,Western,1154.77,1114.0,42.37,34.9,29.75,38.95,1226.8899999999999,1187.8500000000001
191,2020-07-09,Western,1153.58,1124.87,42.37,34.48,29.75,40.59,1225.6999999999998,1199.9399999999998
196,2020-07-10,Western,1126.96,1095.81,42.37,34.55,29.75,28.92,1199.08,1159.28
201,2020-07-11,Western,1141.18,1095.45,42.37,39.23,29.75,26.1,1213.3,1160.78
206,2020-07-12,Western,1141.18,1029.68,42.37,39.41,29.75,21.95,1213.3,1091.0400000000002
211,2020-07-13,Western,1141.18,1166.34,42.37,36.33,29.75,33.66,1213.3,1236.33
216,2020-07-14,Western,1150.35,1214.0,42.37,35.59,29.75,46.24,1222.4699999999998,1295.83
221,2020-07-15,Western,1150.59,1227.43,42.37,36.58,29.75,34.45,1222.7099999999998,1298.46
226,2020-07-16,Western,1151.45,1221.59,42.37,36.53,29.75,30.53,1223.57,1288.6499999999999
231,2020-07-17,Western,1151.45,1249.79,42.37,36.63,29.75,27.79,1223.57,1314.21
236,2020-07-18,Western,1140.86,1273.68,42.37,36.73,29.75,33.64,1212.9799999999998,1344.0500000000002
241,2020-07-19,Western,1142.05,1189.46,42.37,36.68,29.75,23.3,1214.1699999999998,1249.44
246,2020-07-20,Western,1151.1,1172.98,42.37,36.55,29.75,27.29,1223.2199999999998,1236.82
251,2020-07-21,Western,1162.34,1143.88,42.37,36.52,29.75,22.6,1234.4599999999998,1203.0
256,2020-07-22,Western,1162.34,1201.16,42.37,36.61,29.75,21.39,1234.4599999999998,1259.16
261,2020-07-23,Western,1162.34,1250.04,42.37,36.64,29.75,20.12,1234.4599999999998,1306.8
266,2020-07-24,Western,1162.34,1279.03,42.37,36.68,29.75,21.27,1234.4599999999998,1336.98
271,2020-07-25,Western,1160.62,1254.51,42.37,36.69,29.75,24.1,1232.7399999999998,1315.3
276,2020-07-26,Western,1172.65,1201.72,42.37,36.7,29.75,22.01,1244.77,1260.43
281,2020-07-27,Western,1186.05,1266.51,42.37,36.69,29.75,23.5,1258.1699999999998,1326.7
286,2020-07-28,Western,1182.24,1282.43,42.37,36.8,29.75,25.94,1254.36,1345.17
291,2020-07-29,Western,1182.24,1271.9,42.37,36.65,29.75,21.91,1254.36,1330.4600000000003
296,2020-07-30,Western,1194.97,1279.02,42.37,36.62,29.75,24.46,1267.09,1340.1
301,2020-07-31,Western,1199.28,1288.65,42.37,36.68,29.75,19.26,1271.3999999999999,1344.5900000000001
306,2020-08-01,Western,1116.0,1262.1,42.37,36.63,54.67,20.28,1213.04,1319.01
